# Cloud/MQTT/IoT functions
# Address	Size	Name
# Extracted from: superb

001f09ec	4	dm_msg_thing_list_found_reply
001f0db0	8	dm_msg_cloud_connected
001f0db8	8	dm_msg_cloud_disconnect
001f0dc0	66	dm_msg_cloud_reconnect
001f0e02	136	dm_msg_thing_sub_register
001f0e94	136	dm_msg_thing_sub_unregister
001f0f24	450	dm_msg_thing_topo_add
001f10fc	160	dm_msg_thing_topo_delete
001f11a0	52	dm_msg_thing_topo_get
001f11d8	52	dm_msg_thing_subdev_reset
001f1210	130	dm_msg_thing_list_found
001f19e0	96	dm_msg_proc_thing_model_down_raw
001f1a40	152	dm_msg_proc_thing_model_link_visual
001f1ad8	120	dm_msg_proc_thing_model_up_raw_reply
001f1b58	218	dm_msg_proc_thing_service_property_set
001f1c3c	176	dm_msg_proc_thing_service_property_get
001f1cf8	196	dm_msg_proc_thing_service_property_post
001f1dc4	222	dm_msg_proc_thing_service_request
001f1eb0	216	dm_msg_proc_thing_event_post_reply
001f1fee	94	dm_msg_proc_thing_deviceinfo_update_reply
001f2054	94	dm_msg_proc_thing_deviceinfo_delete_reply
001f20bc	174	dm_msg_proc_thing_event_notify_reply
001f2178	224	dm_msg_proc_thing_event_notify
001f2380	222	dm_msg_proc_thing_topo_add_notify
001f2468	204	dm_msg_proc_thing_disable
001f253c	204	dm_msg_proc_thing_enable
001f2610	204	dm_msg_proc_thing_delete
001f26e4	206	dm_msg_proc_thing_gateway_permit
001f27bc	104	dm_msg_proc_thing_sub_register_reply
001f282c	104	dm_msg_proc_thing_sub_unregister_reply
001f289c	104	dm_msg_proc_thing_topo_add_reply
001f290c	104	dm_msg_proc_thing_topo_delete_reply
001f297c	104	dm_msg_proc_thing_sub_reset_reply
001f29ec	104	dm_msg_proc_thing_topo_get_reply
001f2a5c	206	dm_msg_proc_thing_topo_change
001f2b34	104	dm_msg_proc_thing_list_found_reply
001f36ac	24	dm_client_thing_model_down_raw
001f36c4	24	dm_client_thing_model_up_raw_reply
001f36dc	120	dm_client_thing_service_property_set
001f3790	24	dm_client_thing_service_request
001f37a8	24	dm_client_thing_event_post_reply
001f37c0	24	dm_client_thing_deviceinfo_update_reply
001f37d8	24	dm_client_thing_deviceinfo_delete_reply
001f37f0	120	dm_client_thing_event_notify
001f38bc	82	dm_client_thing_topo_add_notify
001f3918	82	dm_client_thing_disable
001f3974	82	dm_client_thing_enable
001f39d0	82	dm_client_thing_delete
001f3a2c	82	dm_client_thing_gateway_permit
001f3a88	24	dm_client_thing_sub_register_reply
001f3aa0	24	dm_client_thing_sub_unregister_reply
001f3ab8	24	dm_client_thing_topo_add_reply
001f3ad0	24	dm_client_thing_topo_delete_reply
001f3ae8	24	dm_client_thing_sub_reset_reply
001f3b00	24	dm_client_thing_topo_get_reply
001f3b18	24	dm_client_thing_list_found_reply
001f3c20	24	dm_client_thing_event_notify_reply
001f3c98	82	dm_client_thing_topo_change
001f3cf4	448	awss_report_reset_to_cloud
001f3f00	76	awss_handle_reset_cloud_reply
001f5790	196	delay_p2p
001f5dd4	48	awss_report_cloud
001f63d8	30	awss_cmp_mqtt_register_cb
001f63f6	8	awss_cmp_mqtt_unregister_cb
001f63fe	22	awss_cmp_mqtt_send
001f6534	48	awss_cmp_mqtt_get_payload
001fdda8	334	IOT_MQTT_LogPost
001fe6cc	224	IOT_OTA_Init
001fe7d4	170	IOT_OTA_Deinit
001fe894	218	IOT_OTA_ReportVersion
001fea9c	214	IOT_OTA_ReportProgress
001fecd8	70	IOT_OTA_IsFetching
001fed30	70	IOT_OTA_IsFetchFinish
001fed88	368	IOT_OTA_FetchYield
001fef14	848	IOT_OTA_Ioctl
001ff2b4	36	IOT_OTA_GetLastError
002001a8	192	iotx_cm_open_mqtt
002069b4	108	aiot_al_kv_flash_erase
00206a30	140	aiot_al_kv_flash_write
00206ad4	164	aiot_al_kv_flash_read
00206ec8	16	aiot_al_is_lk_kv
00206edc	6	aiot_al_lk_kv_get_value_len
00206ee2	386	aiot_al_lk_kv_set
00207088	298	aiot_al_lk_kv_get
002071d0	48	aiot_al_lk_kv_del
00235240	22	onvif_PropertyOperationToString
00235264	46	onvif_StringToPropertyOperation
0024dc00	102	danale_private_defaultParam
0024dc70	52	danale_private_getParam
0024dcac	52	danale_private_setParam
0024dce8	50	danale_private_setUserInfo
0024dd20	44	danale_private_getUserInfo
00253fb4	56	danale_private_sessionInit
00253ff4	174	danale_private_init
002540c0	42	danale_private_closeAllClient
002540f4	64	danale_private_deinit
00254250	46	danale_private_getLiveState
0026ad80	16	mstream_set_danale_cloud_callback
00321b40	226	cmiot_dial_4g_cmd
